id;nombre_grupoalimento_español;nombre_grupoalimento_inglés;nombre_espaÃ±ol;nombre_inglés;codificación_LanguaL;parte_comestible;luteina (ug por 100 g de porción comestible);carbohidratos (g por 100 g de porción comestible);luteina más zeaxantina (ug por 100 g de porción comestible);licopeno (ug por 100 g de porción comestible);sacarosa (g por 100 g de porción comestible);lactosa (g por 100 g de porción comestible);maltosa (g por 100 g de porción comestible);caroteno, total (precursores de la vitamina A) (ug por 100 g de porción comestible);carotenoides, totales (ug por 100 g de porción comestible);alfa-caroteno (ug por 100 g de porción comestible);beta-caroteno (ug por 100 g de porción comestible);equivalentes de beta-caroteno  (carotenoides provitamina A) (ug por 100 g de porción comestible);colecalciferol (ug por 100 g de porción comestible);retinol(vitamina A preformada) (ug por 100 g de porción comestible);Vitamina A equivalentes de retinol de actividades de retinos y carotenoides (ug por 100 g de porción comestible);Vitamina D (ug por 100 g de porción comestible);Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E (mg por 100 g de porción comestible);zeaxantina (ug por 100 g de porción comestible);ácido graso 10:0 (ácido cáprico) (g por 100 g de porción comestible);ácido graso 12:0 (láurico) (g por 100 g de porción comestible);ácido graso 14:0 (ácido mirístico) (g por 100 g de porción comestible);ácido graso 16:0 (ácido palmítico) (g por 100 g de porción comestible);ácido graso 16:1 n-7 cis (ácido palmitoléico) (g por 100 g de porción comestible);ácido graso 18:0 (ácido esteárico) (g por 100 g de porción comestible);ácido graso 18:1 n-9 cis (ácido oléico) (g por 100 g de porción comestible);ácido graso 18:2 (g por 100 g de porción comestible);ácido graso 18:3 (g por 100 g de porción comestible);ácido graso 20:0 (ácido araquídico) (g por 100 g de porción comestible);ácido graso 20:1 cis (ácido eicosenóico) (g por 100 g de porción comestible);ácido graso 20:4 n-6  (ácido araquidónico) (g por 100 g de porción comestible);ácido graso 20:5 (ácido eicosapentaenóico) (g por 100 g de porción comestible);ácido graso 22:6 n-3 (ácido docosahexaenóico) (g por 100 g de porción comestible);ácido graso 4:0 (ácido butírico) (g por 100 g de porción comestible);ácido graso 6:0 (ácido capróico) (g por 100 g de porción comestible);ácido graso 8:0 (ácido caprílico) (g por 100 g de porción comestible);ácidos grasos, monoinsaturados totales (g por 100 g de porción comestible);ácidos grasos, poliinsaturados totales (g por 100 g de porción comestible);ácidos grasos saturados totales (g por 100 g de porción comestible);ácidos grasos, trans totales (g por 100 g de porción comestible);fibra, dietetica total (g por 100 g de porción comestible);calcio (mg por 100 g de porción comestible);cloruro (mg por 100 g de porción comestible);hierro, total (mg por 100 g de porción comestible);potasio (mg por 100 g de porción comestible);magnesio (mg por 100 g de porción comestible);sodio (mg por 100 g de porción comestible);hierro, no hemo (mg por 100 g de porción comestible);fósforo (mg por 100 g de porción comestible);fructosa (g por 100 g de porción comestible);glucosa (g por 100 g de porción comestible);proteína, animal (g por 100 g de porción comestible);proteina, vegetal (g por 100 g de porción comestible);alcohol (etanol) (g por 100 g de porción comestible);energía, total (kcal por 100 g de porción comestible);grasa, total (lipidos totales) (g por 100 g de porción comestible);ácidos orgánicos, totales (g por 100 g de porción comestible);proteina, total (g por 100 g de porción comestible);agua (humedad) (mg por 100 g de porción comestible);agua (humedad) (g por 100 g de porción comestible);almidón, total (g por 100 g de porción comestible);brassicasterol (mg por 100 g de porción comestible);campesterol, total (mg por 100 g de porción comestible);colesterol (mg por 100 g de porción comestible);sitosterol (mg por 100 g de porción comestible);estigmasterol (mg por 100 g de porción comestible);azucares, totales (g por 100 g de porción comestible);cobre (mg por 100 g de porción comestible);ioduro (ug por 100 g de porción comestible);manganeso (mg por 100 g de porción comestible);niquel (ug por 100 g de porción comestible);selenio, total (ug por 100 g de porción comestible);zinc (cinc) (mg por 100 g de porción comestible);biotina (mg por 100 g de porción comestible);biotina (ug por 100 g de porción comestible);beta-criptoxantina (ug por 100 g de porción comestible);folato, total (ug por 100 g de porción comestible);niacina, preformada (mg por 100 g de porción comestible);equivalentes de niacina, totales (mg por 100 g de porción comestible);ácido pantoténico (vitamina B5) (mg por 100 g de porción comestible);piridoxina (mg por 100 g de porción comestible);riboflavina (mg por 100 g de porción comestible);tiamina (mg por 100 g de porción comestible);Vitamina B-12 (ug por 100 g de porción comestible);Vitamina B-6, Total (mg por 100 g de porción comestible);Vitamina C (ácido ascórbico) (mg por 100 g de porción comestible);ácido fólico (ug por 100 g de porción comestible)
2242;9;Fruits and fruit products;Piña;Pineapple;A0707 A0732 A0833 A0994 A1267 A1279 B1246 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0213 N0036 P0024 R0001;0.570000;0;11,5;0;0;3,83;;;;78;0;57;;;0;10;0;0,1;;;;;;;;;;;;;;;;;;;0,1;0,1;0;;1,2;12;;0,5;250;14;2;;11;2,83;2,58;;;0;48,96;0;;0,5;;86,8;0;;;0;;;;;4,3;;;0;0,15;;;0;11;;0,3;;;0,02;0,07;0;0,09;20;11
2243;9;Fruits and fruit products;Piña en almíbar;Syrup pineapple;A0707 A0732 A0836 A0992 A1221 A1279 B1246 C0140 E0150 F0003 G0042 H0136 H0148 J0003 K0003 M0182 N0042 P0188 Z0204;1.000.000;;15,4;;;;;;;12;;;;;0;2;0;0,06;;;;;;;;;;;;;;;;;;;0,013;0,04;0,009;;0,82;9,3;;0,31;100;9,6;1,4;;5,6;;;;;0;65,3388;0,11;;0,375;;83,3;;;;0;;;;;0;;;0,4;0,09;;;;3;;0,437;;;0,01;0,07;0;0,07;7,5;3
2244;7;Pulses, seeds, nuts and products;Piñon;Pine nut;A0703 A0730 A0824 A0975 A1236 A1282 B1596 C0165 E0150 F0003 G0003 H0003 J0003 K0004 M0166 N0036 P0024 R0001 Z0215;1.000.000;;4;;;;;;;10;;;;;0;1,6;0;13,7;;;;0;3,36;;1,87;18,3;26,66;0,46;;;0;0;0;;;;16,34;27,29;9,88;;1,9;11;;5,6;780;270;1;;650;;;;;0;682,608;62,61;;14;;11,5;0,1;;;0;;;;;0,2;;;2;6,5;;;;58;;6,9;;;0,19;0,73;0;0,11;0;58
2245;9;Fruits and fruit products;Plátano;Banana;A0707 A0732 A0833 A0994 A1267 A1279 B1266 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0213 N0036 P0024 R0001;0.660000;7;20;7;0;6,3;;;;140;63;77;;;0;18;0;0,2;;;;;;;;;;;;;;;;;;;0,04;0,09;0,11;;3,4;9;;0,6;350;38;1;;28;3,8;5,8;;;0;89,16;0,3;;1,2;;75,1;3,1;;;0;;;;;2;;;1;0,23;;;0;22;;0,8;;;0,07;0,06;0;0,51;10;22
2246;9;Fruits and fruit products;Pomelo;Grapefruit;A0455 A0707 A0732 A0833 A0992 A1224 A1279 B1507 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 Z0204;0.660000;;5,4;0;3362;2,37;;0,11;;16;0;1310;;;0;218;0;0,25;;;;;;;;;;;;;;;;;;;0;0;0;;1,3;19;;0,2;141;9;1;;9;1,66;1,59;;;0;25,776;0,1;;0,7;;86,1;;;;0;;;;;1,3;;;1;0,1;;;0;14;;0,25;;;0,02;0,04;0;0;37;14
2247;9;Fruits and fruit products;Sandía;Watermelon;A0669 A0707 A0732 A0833 A1224 A1279 B1391 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0128 M0213 N0036 P0024 R0001;0.520000;40;4,5;40;2454;2,87;;0,03;;139;0;77;;;0;18;0;0,1;;;;;;;;;;;;;;;;;;;0;0,1;0,1;;0,5;7;;0,3;120;11;4;;5,5;2,72;0,67;;;0;19,992;0;;0,4;;94,6;0;;;0;;;;;0;;;0;0,1;;;62;3;;0,3;;;0,02;0,02;0;0,07;5;3
2248;11;Beverages (non-milk);Zumo de tomate, fresco;Tomato, fresh juice;A0264 A0455 A0629 A0662 A0705 A0731 A0841 B1276 C0140 E0139 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205;1.000.000;;2,96;30;9675;;;;;540;;;;;0;90;0;1,01;;;;;;;;;;;;;;;;;;;0,0075;0,02;0,0066;;0,6;15;;0,56;236;9,5;4,8;;16;;;;;0;15,6216;0,05;;0,76;;95,6;;;;0;;;;;2;;;0,6;0,086;;;;13;;0,767;;;0,026;0,056;0;0,111;15;13
2249;9;Fruits and fruit products;Uva blanca;White grapes;A0707 A0732 A0834 A0991 A1267 A1279 B1329 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0213 N0036 P0024 R0001;0.900000;13;16,1;13;0;0,07;;0,06;;17;0;17;;;0;3;0;0;;;;;;;;;;;;;;;;;;;0,007;0,048;0,054;;0,9;17;;0,4;250;10;2;;22;6,78;6,07;;;0;68,136;0;;0,6;;82,4;0;;;0;;;;;2;;;1;0,1;;;0;6;;0,3;;;0,02;0,04;0;0,1;4;6
2250;9;Fruits and fruit products;Uva blanca, congelada;White grape, frozen;A0143 A0455 A0629 A0671 A0707 A0732 A0833 B2121 C0140 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205;1.000.000;13;16,1;;;0,07;;0,06;16;29;;16;;;;1,333;0;0,94;;;;;;;;;;;;;;;;;;;0,007;0,048;0,054;;0,8;17;;0,6;250;10;2;;22;6,78;6,07;;;0;70,0464;0,16;;0,72;;82,2;;;;0;;;;;2;;;0,1;0,2;;;;20;;0,37;;;0,03;0,05;0;0,11;3;
2251;9;Fruits and fruit products;Uva pasa;Raisin;A0707 A0732 A0834 A0991 A1267 A1279 B1329 C0137 E0150 F0003 G0003 H0138 J0116 K0004 M0137 N0036 P0024 R0001 Z0215;1.000.000;;69,3;;;0,98;;0,18;;30;;;;;0;5;0;0,12;;;;;;;;;;;;;;;;;;;0,14;0,14;0,16;;6,5;80;;2,3;782;41;21;;111;29,89;28,1;;;0;297,2208;0,5;;2,46;;21,2;;;;0;;;;;2;;;7,3;0,245;;;;10;;0,683;;;0,055;0,12;0;0,25;1;10
2252;11;Beverages (non-milk);Zumo de zanahoria, fresco;Carrot, fresh juice;A0264 A0455 A0629 A0705 A0731 A0841 B1227 C0238 E0114 F0003 G0003 H0001 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0109 Z0205;1.000.000;;4,75;;;;;;;2622;;;;;0;437;0;0,56;;;;;;;;;;;;;;;;;;;0,007;0,071;0,027;;0,62;27;;0,5;219;13;52;;31;;;;;0;23,2824;0,15;;0,63;;93,9;;;;0;;;;;7;;;0,6;0;;;;4;;0,77;;;0,06;0,06;0;0,2;3,8;4
2253;3;Meat and meat products;Avestruz, solomillo, crudo;Ostrich, sirloin, raw;A0273 A0459 A0633 A0715 A0726 A0741 A0795 B2118 C0269 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 R0212 R0495 Z0027 Z0054 Z0112;1.000.000;;0;;;;;;;0;;;;;0;0;0;0,202;;;;;;;;;;;;;;;;;;;1,06;0,58;1,2;;0;6;;3,13;312;22;81;;214;;;;;0;114,6096;2,95;;21,67;;75,4;;;;75;;;;;2;;;35,4;3,76;;;;8;;7,908;;;0,286;0,195;4,94;0,509;0;8
2254;3;Meat and meat products;Butifarra;Butifarra sausage;A0221 A0714 A0726 A0793 A1257 A1277 B1136 C0125 E0119 F0001 G0003 H0229 H0367 J0131 K0003 M0212 N0056 P0188 R0212 Z0112;1.000.000;;5,5;;;;;;;0;;;;;0;0;0,01;0,01;;;;;;;;;;;;;;;;;;;8,9;3;6,8;;0;51;;1,9;140;15;703;;51;;;;;0;240,84;20;;10;;63;;;;50;;;;;0;;;11,5;0;;;;2;;2,4;;;0,13;0,04;0;0,1;0;2
2256;3;Meat and meat products;Cecina;Couring beef;A0714 A0726 A0793 A1015 A1258 A1283 B1201 C0268 E0119 F0014 G0003 H0138 H0172 H0367 J0106 J0116 K0003 M0172 N0036 P0188 Z0112;1.000.000;;0;;;;;;;;;;;;;21;0;0;;;;;;;;;;;;;;;;;;;3,9;0,5;4,4;;0;48;;9,8;62,2;39;2100;;321;;;;;0;243,48;9,5;;39;;45;;;;120;;;;;4,96;;;0;0;;;;0;;0;;;0,82;0,16;8,89;0,36;0;0
2257;3;Meat and meat products;Cerdo, chuleta, crudo;Pork, chop, raw;A0714 A0726 A0793 A1015 A1258 A1287 B1136 C0243 E0107 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 Z0154;0.800000;;0;;;;;;;0;;;;;0;0;0;0,1;;;;;;;;;;;;;;;;;;;6,8;1,3;5,8;;0;9;;1,3;285;21;69;;166;;;;;0;210,72;15;;19;;65;;;;80;;;;;3;;;14;1,6;;;;4;;4,2;;;0,19;0,74;1,2;0,4;0;4
2258;3;Meat and meat products;Cerdo, costilla, crudo;Pork, rib, raw;A0714 A0726 A0793 A1015 A1258 A1287 B1136 C0243 E0107 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 Z0154 Z0215;0.730000;;0;;;;;;;0;;;;;0;0;0;0,05;;;;;;;;;;;;;;;;;;;10,7;2,2;9,3;;0;7;;1;260;22;75;;240;;;;;0;279,336;23,6;;17,1;;56,9;;;;77;;;;;2;;;27,3;1,3;;;;4;;4,9;;;0,27;0,62;0,9;0,4;0;4
2259;3;Meat and meat products;Cerdo, lomo, crudo;Pork, loin, raw;A0714 A0726 A0793 A1015 A1258 A1280 B1136 C0270 E0107 F0003 G0003 J0003 M0172 N0036 P0024 R0212 Z0154;1.000.000;;0;;;;;;;0;;;;;0;0;0;0,1;;;0,002;0,022;0,64;;0,211;0,624;0,5;0,02;;;0,068;0,009;;;;;4;1,15;3,28;;0;9;;0,9;212;20;63;;151;;;;;0;152,472;8,9;;18;;66;;;;65;;;;;2,6;;;32,4;2,4;;;;3;;4;;;0,22;0,76;0,6;0,4;0;3
2260;3;Meat and meat products;Cerdo, panceta, cruda;Bacon, raw;A0714 A0726 A0793 A1015 A1258 A1280 B1136 C0270 E0100 F0003 G0003 H0367 J0003 M0172 N0036 P0024 R0212 Z0154;1.000.000;;0,5;;;;;;;0;;;;;0;0;0;0,08;;;;;;;;;;;;;;;;;;;21,2;3,47;19,39;;0;6;;0,9;230;13;1470;;120;;;;;0;466,848;46,6;;12,5;;40,4;;;;72;;;;;11;;;1;1,5;;;;1,5;;4,2;;;0,12;0,32;0;0,27;0;1,5
2261;3;Meat and meat products;Cerdo, parte sin especificar;Pork, not specified part;A0714 A0726 A0793 A1015 A1258 A1280 B1136 C0103 E0122 F0003 G0003 H0003 J0003 K0032 M0172 N0036 P0024 R0212 Z0154;1.000.000;;0;;;;;;;0;;;;;0;0;0;0,01;;;0,006;0,076;4,895;;2,574;6,794;2,996;0,2;;;0,466;0,065;0,082;;;;9,62;3,51;7,43;0,138;0;8;;1,3;370;18;760;;170;;;;;0;271,968;23;;16,6;;60,4;;;;72;;;;;0;;;14;1,8;;;;4;;7,6;;;0,2;0,7;2;0,33;0;4
2262;3;Meat and meat products;Chistorra;Chistorra sausage;A0714 A0726 A0798 A1015 A1258 A1277 B1136 C0268 E0119 F0003 G0001 J0001 K0003 M0172 M0212 N0036 N0056 P0024 R0212 Z0094 Z0112;1.000.000;;0,9;;;;;;;0;;;;;0;181,33;0;0,57;;;;;;;;;;;;;;;;;;;18,7;2,6;26,8;;0;13;;1,7;232;23;889;;90;;;;;0;514,536;50,5;;15,3;;33,3;;;;76;;;;;11;;;21,1;1,4;;;;2;;11,5;;;0,25;0,56;0,85;0,16;0;2
2263;3;Meat and meat products;Choped pork;Pork luncheon meat;A0714 A0726 A0793 A1015 A1264 A1280 B2242 C0268 E0150 F0014 G0012 G0020 H0154 H0367 H0369 H0691 J0123 K0004 M0186 N0036 P0024 R0001;1.000.000;;3;;;;;;;0;;;;;0;0;0;0,25;;;0,017;0,239;4,153;;2,022;5,767;2,576;0,19;;;0,068;;0,011;;;;11,29;4,17;9,4;0,134;0;13;;2,2;207;9;668;;160;;;;;0;309,12;27;;14;;56;3;;;72;;;;;1;;;18,6;2,9;;;;0;;5,9;;;0,21;0,33;0;0,05;0;0
2264;3;Meat and meat products;Chorizo;Chorizo;A0714 A0726 A0798 A1015 A1264 A1280 B1134 C0103 E0151 F0014 G0003 H0003 J0003 K0004 M0199 N0036 N0039 P0024 P0026 R0001;0.970000;;1,9;;;;;;;;;;;;;0;0;0,29;;;0,023;0,298;4,979;;2,541;6,764;2,545;0,151;;;0,036;;;;;;11;2,502;9,6;0,17;0;18,4;;2,1;180;10,3;1060;;270;;;;;0;323,04;23,1;;27;;47;;;;72,6;;;;;10,9;;;21,1;1,2;;;;0,9;;7,1;;;0,15;0,33;0,9;0,14;0;0,9
2265;3;Meat and meat products;Corazon de vaca, crudo;Beef (cow), heart, raw;A0716 A0726 A0796 A1015 A1264 B1134 C0201 F0003 G0003 H0003 J0131 K0003 M0003 N0003 P0024 R0001;1.000.000;;0;;;;;;;0;;;;;0;0;1;0,52;;;;;;;;;;;;;;;;;;;1;0,5;1,6;;0;6;;4,8;263;23;92;;210;;;;;0;104,88;4;;17;;79;;;;140;;;;;7;;;22;2;;;;3;;10,467;;;1,02;0,19;13;0,3;6;3
2266;3;Meat and meat products;Cordero, costilla, crudo;Lamb, rib, raw;A0714 A0726 A0793 A1015 A1258 A1287 B2396 C0243 E0107 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 Z0154;0.670000;;0;;;;;;;0;;;;;0;0;0;0,17;;;;;;;;;;;;;;;;;;;8,05;1,18;9,96;;0;9;;2,6;320;16;75;;170;;;;;0;242,136;20,1;;15,6;;64,1;;;;79;;;;;2;;;27,3;2,2;;;;3;;4,4;;;0,18;0,13;1,3;0,2;0;3
2267;3;Meat and meat products;Cordero, parte sin especificar;Lamb, not specified part;A0714 A0726 A0793 A1015 A1258 A1287 B1669 C0266 E0151 F0003 G0003 H0003 J0131 K0001 M0166 M0173 N0036 N0039 P0024 R0001;1.000.000;;0;;;;;;;0;;;;;0;0;0;0,26;;;0,088;0,568;6,704;;3,684;9,815;0,8154;0,4137;;;0,1933;0,1359;0,045;;;;11,33;1,76;15,17;0,298;0;7;;1,2;260;18;68;;194;;;;;0;354,024;32,7;;15,6;;51,7;0;;;78;;;;;3;;;1;3,3;;;;3;;7,4;;;0,16;0,08;1;0,17;0;3
2268;3;Meat and meat products;Croquetas de pollo;Chicken croquettes;A0722 A0735 A0861 A1015 A1264 A1275 B1457 C0103 E0135 F0014 G0024 H0117 H0184 H0186 H0272 H0317 H0349 H0367 H0411 H0430 H0431 H0447 H0456 H0491 H0539 H0555 H0681 H0704 H0759 J0136 K0001 M0166 N0036 P0024 R0001;1.000.000;;20,43;;;;;;;;;;;;5,21;5,55;0,434;0,09;;;0,039;0,117;0,738;;0,518;1,016;1,098;0,02;;;;0,001;;;;;1,436;2,225;0,74;0,5957;2,45;22,4;;1,13;173,4;26,3;719,2;;173,3;;;;;0;154,1784;5,32;;5,78;;66;;;;30,6;;;;;15,2;;;8,1;0,29;;;;8,93;;5,2;;;0,2;0,12;4,01;0,06;0;8,93
2269;3;Meat and meat products;Foie gras;Foie gras;A0150 A0459 A0714 A0726 A1258 B1316 C0176 E0136 F0003 G0001 H0227 H0367 J0131 K0003 M0130 N0036 P0188 Z0112;1.000.000;;3;;;;;;;0;;;;;950;950;0,2;0,35;;;0,035;0,398;6,732;;3,44;10,293;3,487;0,224;;;0,112;;;;;;25,2;4,8;12;0,3658;0;10;;6,4;170;15;740;;190;;;;;0;443,76;44;;10;;42;;;;380;;;;;6,3;;;41,6;1,7;;;;556;;3;;;0,6;0,03;15;0,3;2;556
2270;3;Meat and meat products;Higado de pollo, crudo;Liver, chicken, raw;A0714 A0726 A0796 A1015 A1264 A1275 B1457 C0176 E0150 F0003 G0003 H0003 J0131 K0003 M0166 M0173 N0036 N0039 P0024 R0001;1.000.000;;1,2;;;;;;;0;;;;;33;33;1,3;0,4;;;0,003;0,035;0,942;;0,975;0,821;0,507;0,019;;;0,289;0,014;0,067;;;;1,144;0,749;1,582;0,2515;0;18;;7,4;218;13;68;;240;;;;;0;136,8816;4,7;;22,12;;72;;;;492;;;;;3;;;55;3,2;;;;380;;14,8;;;2,5;0,32;25;0,8;28;380
2271;3;Meat and meat products;Jamón asado;Ham, roasted;A0714 A0726 A0793 A1015 A1258 A1280 B1136 C0265 E0150 F0003 G0005 H0138 H0367 J0116 K0003 M0001 N0001 P0188 Z0112;1.000.000;;0;;;;;;;0;;;;;3;10;0,9;0;;;;;;;;;;;;;;;;;;;7,88;1,688;6,47;;0;14;;1,01;352;22;60;;263;;;;;0;265,8432;17,61;;26,83;;55,04;;;;94;;;;;34,6;;;45,3;2,96;;;;10;;4,574;;;0,313;0,635;0,68;0,402;0,3;10
2272;3;Meat and meat products;Jamón cocido, enlatado;Cooked ham, canned;A0150 A0459 A0633 A0714 A0726 A0737 A0793 B1136 C0125 E0145 F0014 G0012 H0227 H0253 J0108 K0003 M0287 N0042 P0024;1.000.000;;1,3;;;;;;;;;;;;0;0;0;0,08;;;;;;;;;;;;;;;;;;;2,1;0,6;1,9;;0;9;;1,2;280;18;1250;;280;;;;;0;125,664;5,1;;18,4;;74;;;;68;;;;;11;;;8;2,3;;;;0;;7,283;;;0,25;0,52;0;0,22;0;0
2273;3;Meat and meat products;Jamon serrano;Cured ham;A0714 A0726 A0793 A1015 A1258 A1280 B1136 C0265 E0150 F0003 G0003 H0138 H0367 J0116 K0003 M0157 N0036 N0045 P0188 Z0112;1.000.000;;0,2;;;;;;;0;;;;;0;0;0,6;0,2;;;0,02;0,01;2,314;;1,039;5,974;0,708;0,068;;;0,11;;;;;;11,06;2,58;7,94;;0;9;;1,7;250;22;2130;;167;;;;;0;319,008;22,6;;28,8;;39,9;;;;84;;;;;11,4;;;12,1;2,1;;;;2;;8;;;0,25;1;0,6;0,5;0;2
2274;3;Meat and meat products;Lacón;"Shoulder cured ham, ""lacon""";A0714 A0726 A0797 A1015 A1258 A1280 B1136 C0218 E0131 F0003 G0003 H0367 J0141 K0004 M0157 M0172 N0036 N0045 P0024 R0001 Z0112;1.000.000;;9,9;;;;;;;;;;;;;9,4;0,5;0,08;;;;;;;;;;;;;;;;;;;4,26;1,66;3,53;;0;9,6;;2,1;270;17,5;965;;136;;;;;0;214,3056;10,8;;19,12;;57,36;;;;60,4;;;;;10,9;;;17,7;2,8;;;;1;;6,817;;;0,18;0,46;0,6;0,2;0;
2275;3;Meat and meat products;Lengua de cerdo, cruda;Pork, tongue, raw;A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1136 C0189 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;0;;;;;0;0;0;0,51;;;0,018;0,534;3,327;;1,801;4,064;0,404;0,042;;;0,054;;;;;;4,87;1,07;3,57;0,544;0;9,6;;3;278;20;93;;197;;;;;0;156,744;10,3;;16;;73,7;;;;116;;;;;14;;;12;2,6;;;;4;;8,217;;;0,5;0,49;0,8;0,35;4,4;4
2276;3;Meat and meat products;Lengua de cordero, cruda;Lamb, tongue, raw;A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1669 C0189 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;0;0;0;0,21;;;0,018;0,534;3,327;;1,801;4,064;0,404;0,042;;;0,054;;;;;;7,194;0,901;5,623;0,544;0;6;;2,2;250;33;78;;170;;;;;0;192,072;14,6;;15,3;;70,1;;;;180;;;;;14;;;15;2,7;;;;4;;7,467;;;0,49;0,17;7;0,17;7;4
2277;3;Meat and meat products;Lomo embuchado;Cured pork, loin;A0714 A0726 A0793 A1015 A1264 A1280 B2242 C0270 E0122 F0003 G0003 H0003 H0341 H0367 H0749 J0141 K0004 M0186 N0036 P0024 R0001;0.970000;;0;;;;;;;;;;;;0;0;0;0,44;;;;;;;;;;;;;;;;;;;8,65;3,17;6,68;;0;20;;3,7;230;20;1470;;180;;;;;0;322,536;20,7;;34;;46;0;;;69;;;;;3,8;;;20;2,6;;;;5;;12;;;0,25;0,8;2;0,22;0;5
2278;3;Meat and meat products;Molleja de cordero;Lamb gizzard;A0714 A0726 A0793 A1015 A1258 A1287 B2396 C0109 E0107 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 Z0154;1.000.000;;0;;;;;;;0;;;;;0;0;0;0,44;;;;;;;;;;;;;;;;;;;2,4;0,3;3;;0;8;;1,7;420;21;75;;400;;;;;0;131,688;7,8;;15,3;;76,9;;;;260;;;;;0;;;0;1,9;;;;13;;7;;;0,25;0,03;6;0,03;18;13
2280;3;Meat and meat products;Morcilla;Blood sausage;A0459 A0714 A0726 A0798 A1015 A1258 A1277 B1136 C0185 E0119 F0014 G0015 H0227 H0262 H0339 H0367 J0153 K0001 M0001 N0001 P0188 R0212 Z0112;1.000.000;;3,2;;;;;;;0;;;;;13;13;0;0,5;;;0,036;0,553;9,358;;5,214;12,604;5,072;0,356;;;0,051;;;;;;13,5;2,5;11,7;0,553;0;40;;18;150;11;700;;60;;;;;0;324,336;30;;11;;55;;;;110;;;;;4,9;;;11,8;0,3;;;;5;;1,2;;;0,1;0,07;0,5;0,1;0;5
2281;3;Meat and meat products;Morcilla, frita;Blood sausage, fried;A0459 A0714 A0726 A0798 A1015 A1258 A1277 B1136 C0185 E0119 F0014 G0015 G0035 H0227 H0262 H0339 H0367 J0153 K0001 M0001 N0001 P0188 R0212 Z0112;1.000.000;;15;;;;;;;;;;;;;0;0;0,19;;;;;;;;;;;;;;;;;;;8,1;3,6;8,5;;0,5;33,25;;19;112;14,8;907,5;;101,75;;;;;0;306,9984;21,9;;12,58;;44;;;;68;;;;;0;;;0;1,24;;;;3,63;;3,23;;;0,05;0,06;0,8;0,03;0;3,63
2282;3;Meat and meat products;Mortadela;Bologna;A0714 A0726 A0793 A1018 A1264 A1275 B2242 C0268 E0150 F0003 G0003 H0319 H0367 H0487 H0493 H0511 H0669 H0691 H0749 J0003 K0004 M0186 N0036 P0024 R0001;1.000.000;;3;;;;;;;0;;;;;0;0;0;0,11;;;0,017;0,239;4,153;;2,022;5,767;2,576;0,19;;;0,068;;0,011;;;;11,29;4,17;9,4;0,134;0;13;;2,2;207;9;668;;160;;;;;0;294,8232;25,39;;14;;56;3;;;72;;;;;8,6;;;6,1;2,9;;;;0;;5,9;;;0,21;0,33;0;0,05;0;0
2283;3;Meat and meat products;Panceta, frita;Bacon, fried;A0714 A0726 A0793 A1015 A1258 A1280 B1136 C0270 E0100 F0014 G0035 H0367 J0003 M0172 N0036 P0024 R0212 Z0154;1.000.000;;0;;;;;;;;;;;;;0;0;0,09;;;;;;;;;;;;;;;;;;;36,1;8,9;31,5;;0;2,85;;0,67;60;3,7;420;;35,15;;;;;0;737,4864;80,9;;4,68;;12,8;;;;198;;;;;10,45;;;0,95;0,57;;;;0;;0,77;;;0;0;0;0;0;0
2284;3;Meat and meat products;Pate de higado de cerdo, 30% de grasa;Pork liver pate, fat 30%;A0714 A0726 A0793 A1019 A1264 A1280 B2242 C0176 E0136 F0003 G0001 H0184 H0186 H0367 H0590 H0691 J0131 K0004 M0130 N0040 P0024 R0001 Z0112;1.000.000;;5;;;;;;;0;;;;;8300;8300;0,3;0,5;;;0,009;0,243;4,98;;2,805;9,873;3,165;0,232;;;0,216;0,037;0,002;;;;12,41;3,59;10,48;0,3658;0;23;;5,5;173;12;738;;220;;;;;0;339,48;29,5;;14;;51,5;0;;;255;;;;;6,3;;;41,6;2,3;;;;99;;7,1;;;0,85;0,18;12;0,35;0;99
