id;nombre_grupoalimento_español;nombre_grupoalimento_inglés;nombre_espaÃ±ol;nombre_inglés;codificación_LanguaL;parte_comestible;luteina (ug por 100 g de porción comestible);carbohidratos (g por 100 g de porción comestible);luteina más zeaxantina (ug por 100 g de porción comestible);licopeno (ug por 100 g de porción comestible);sacarosa (g por 100 g de porción comestible);lactosa (g por 100 g de porción comestible);maltosa (g por 100 g de porción comestible);caroteno, total (precursores de la vitamina A) (ug por 100 g de porción comestible);carotenoides, totales (ug por 100 g de porción comestible);alfa-caroteno (ug por 100 g de porción comestible);beta-caroteno (ug por 100 g de porción comestible);equivalentes de beta-caroteno  (carotenoides provitamina A) (ug por 100 g de porción comestible);colecalciferol (ug por 100 g de porción comestible);retinol(vitamina A preformada) (ug por 100 g de porción comestible);Vitamina A equivalentes de retinol de actividades de retinos y carotenoides (ug por 100 g de porción comestible);Vitamina D (ug por 100 g de porción comestible);Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E (mg por 100 g de porción comestible);zeaxantina (ug por 100 g de porción comestible);ácido graso 10:0 (ácido cáprico) (g por 100 g de porción comestible);ácido graso 12:0 (láurico) (g por 100 g de porción comestible);ácido graso 14:0 (ácido mirístico) (g por 100 g de porción comestible);ácido graso 16:0 (ácido palmítico) (g por 100 g de porción comestible);ácido graso 16:1 n-7 cis (ácido palmitoléico) (g por 100 g de porción comestible);ácido graso 18:0 (ácido esteárico) (g por 100 g de porción comestible);ácido graso 18:1 n-9 cis (ácido oléico) (g por 100 g de porción comestible);ácido graso 18:2 (g por 100 g de porción comestible);ácido graso 18:3 (g por 100 g de porción comestible);ácido graso 20:0 (ácido araquídico) (g por 100 g de porción comestible);ácido graso 20:1 cis (ácido eicosenóico) (g por 100 g de porción comestible);ácido graso 20:4 n-6  (ácido araquidónico) (g por 100 g de porción comestible);ácido graso 20:5 (ácido eicosapentaenóico) (g por 100 g de porción comestible);ácido graso 22:6 n-3 (ácido docosahexaenóico) (g por 100 g de porción comestible);ácido graso 4:0 (ácido butírico) (g por 100 g de porción comestible);ácido graso 6:0 (ácido capróico) (g por 100 g de porción comestible);ácido graso 8:0 (ácido caprílico) (g por 100 g de porción comestible);ácidos grasos, monoinsaturados totales (g por 100 g de porción comestible);ácidos grasos, poliinsaturados totales (g por 100 g de porción comestible);ácidos grasos saturados totales (g por 100 g de porción comestible);ácidos grasos, trans totales (g por 100 g de porción comestible);fibra, dietetica total (g por 100 g de porción comestible);calcio (mg por 100 g de porción comestible);cloruro (mg por 100 g de porción comestible);hierro, total (mg por 100 g de porción comestible);potasio (mg por 100 g de porción comestible);magnesio (mg por 100 g de porción comestible);sodio (mg por 100 g de porción comestible);hierro, no hemo (mg por 100 g de porción comestible);fósforo (mg por 100 g de porción comestible);fructosa (g por 100 g de porción comestible);glucosa (g por 100 g de porción comestible);proteína, animal (g por 100 g de porción comestible);proteina, vegetal (g por 100 g de porción comestible);alcohol (etanol) (g por 100 g de porción comestible);energía, total (kcal por 100 g de porción comestible);grasa, total (lipidos totales) (g por 100 g de porción comestible);ácidos orgánicos, totales (g por 100 g de porción comestible);proteina, total (g por 100 g de porción comestible);agua (humedad) (mg por 100 g de porción comestible);agua (humedad) (g por 100 g de porción comestible);almidón, total (g por 100 g de porción comestible);brassicasterol (mg por 100 g de porción comestible);campesterol, total (mg por 100 g de porción comestible);colesterol (mg por 100 g de porción comestible);sitosterol (mg por 100 g de porción comestible);estigmasterol (mg por 100 g de porción comestible);azucares, totales (g por 100 g de porción comestible);cobre (mg por 100 g de porción comestible);ioduro (ug por 100 g de porción comestible);manganeso (mg por 100 g de porción comestible);niquel (ug por 100 g de porción comestible);selenio, total (ug por 100 g de porción comestible);zinc (cinc) (mg por 100 g de porción comestible);biotina (mg por 100 g de porción comestible);biotina (ug por 100 g de porción comestible);beta-criptoxantina (ug por 100 g de porción comestible);folato, total (ug por 100 g de porción comestible);niacina, preformada (mg por 100 g de porción comestible);equivalentes de niacina, totales (mg por 100 g de porción comestible);ácido pantoténico (vitamina B5) (mg por 100 g de porción comestible);piridoxina (mg por 100 g de porción comestible);riboflavina (mg por 100 g de porción comestible);tiamina (mg por 100 g de porción comestible);Vitamina B-12 (ug por 100 g de porción comestible);Vitamina B-6, Total (mg por 100 g de porción comestible);Vitamina C (ácido ascórbico) (mg por 100 g de porción comestible);ácido fólico (ug por 100 g de porción comestible)
2196;7;Pulses, seeds, nuts and products;Judía blanca;White bean;A0705 A0731 A0826 A1010 A1227 A1281 B1113 C0155 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 Z0154;1.000.000;;34,7;;;;;;;;;;;;0;67;0;0,21;;;;;;;;;;;;;;;;;;;0,18;0,886;0,53;;23,2;113;;6,2;1337;140;15;;426;;;;;0;241,872;1,6;;21,1;;15,5;;;;0;;;;;1,8;;;12,8;2,6;;;;388;;5,28;;;0,117;0,503;0;0,409;2,5;388
2197;7;Pulses, seeds, nuts and products;Judía pinta;Pinto bean;A0455 A0704 A0730 A0831 A1010 A1236 A1281 B1368 C0158 E0150 F0003 G0001 J0003 K0003 M0001 N0001 P0024 R0212 Z0204;1.000.000;;35,11;;;0,54;;0;;;;;;;0;67;0;0,22;;;;;;;;;;;;;;;;;;;0,064;0,457;0,12;;24,9;143;;8,2;1406;140;24;;407;0;0;;;0;246,8256;0,83;;23,58;;11,77;;;;0;;;;;2;;;3,2;2,79;;;;394;;6,75;;;0,219;0,529;0;0,397;4,5;394
2198;7;Pulses, seeds, nuts and products;Judía verde, cruda;Green been, raw;A0705 A0731 A0826 A1010 A1227 A1281 B1371 C0155 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 Z0154;0.920000;;3,7;;;;;;;280;;;;;0;47;0;0,26;;;;;;;;;;;;;;;;;;;0,03;0,2;0,09;;2,8;39;;1;243;25;4;;38;;;;;0;27,624;0,4;;2,2;;90,1;;;;0;;;;;3,6;;;1,4;0,2;;;;66;;0,85;;;0,1;0,07;0;0,2;20;66
2199;7;Pulses, seeds, nuts and products;Judías blancas, cocidas;White bean, boiled;A0705 A0731 A0826 A1010 A1227 A1281 B1113 C0155 E0150 F0022 G0014 H0001 J0003 K0003 M0001 N0001 P0024 R0212 Z0154;1.000.000;;54,8;;;;;;;;;;;;;0;0;2;;;;;;;;;;;;;;;;;;;0,08;0,82;0,21;;21,3;126;;6,2;1160;163;40;;400;;;;;0;324,216;1,5;;21,4;;1;;;;0;;;;;1,6;;;0;3,5;;;;316;;2,4;;;0,17;0,5;0;0,42;3,4;316
2200;7;Pulses, seeds, nuts and products;Lenteja, hervida;Lentil, boiled;A0705 A0731 A0826 A1010 A1227 A1281 B1268 C0155 E0150 F0014 G0014 H0001 J0003 K0003 M0001 N0001 P0024 R0212 Z0154;1.000.000;;54,8;;;0,39;;0;;;;;;;;5;0;1,8;;;;;;;;;;;;;;;;;;;0,3;0,84;0,23;;11,2;70;;8,2;670;74,8;36;;240;0;0;;;0;332,52;1,7;;23;;9,3;;;;0;;;;;1,5;;;0;3,7;;;;34,2;;3;;;0,22;0,47;0;0,7;3,4;34,2
2201;7;Pulses, seeds, nuts and products;Nuez;Walnut;A0703 A0730 A0824 A1004 A1236 A1282 B1290 C0165 E0150 F0003 G0003 H0003 J0003 K0003 M0003 N0003 P0024 R0001;1.000.000;;3,3;;;;;2,61;;0;;;;;0;0;0;0,8;;;0;0,03;6,25;;2,9;13,13;36,77;1,48;;;0;0,03;0,04;;;;12,13;43,7;7,42;;5,2;77;;2,3;690;140;3;;304;0;0;;;0;594,504;63,28;;14;;18,5;0,7;;;0;;;;;9;;;19;2,1;;;;66;;3,5;;;0,12;0,3;0;0,73;0;66
2202;7;Pulses, seeds, nuts and products;Nuez, cruda, con cáscara;Walnut, raw, in shell;A0260 A0455 A0629 A0652 A0703 A0730 A0823 B1213 C0133 E0150 F0003 G0003 H0003 J0001 K0001 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205;0.450000;;3,3;;;2,61;;0;;0;;;;;0;0;0;0,8;;;0;0,03;6,25;;2,9;13,13;36,77;1,48;;;0;0,03;0,04;;;;12,4;40,23;6,43;;5,2;77;;2,3;690;140;3;;304;0;0;;;0;594,504;59;;14;;18,5;0,7;;;0;;;;;9;;;19;2,1;;;;66;;3,5;;;0,12;0,3;0;0,73;0;66
2203;7;Pulses, seeds, nuts and products;Piñón, crudo, con cáscara;Pine nut, raw, in shell;A0260 A0730 A0824 B1596 C0133 E0150 F0003 G0003 H0003 J0001 K0001 M0001 N0001 P0024 Z0205 Z0215;0.300000;;3,9;;;;;;;;;;;;0;1,67;0;13,65;;;0;0;3,36;;1,87;18,3;26,66;0,46;;;0;0;0;;;;19,9;41,2;4,6;;8,5;11;;5,6;780;270;1;;650;;;;;0;682,2;68,6;;14;;2,74;;;;0;;;;;0,2;;;2;6,5;;;;58;;6,767;;;0,19;0,73;0;0,11;2;58
2204;7;Pulses, seeds, nuts and products;Pipa de calabaza;Pumpkin seeds;A0703 A0730 A0824 A0975 A1236 A1282 B1719 C0158 E0150 F0003 G0003 H0003 J0003 K0004 M0166 N0036 P0024 R0001 Z0215;0.720000;;10,71;;;;;;;;;;;;;0,4;0;2,18;;;;0,09;5,74;;2,82;12,1;20,65;0,13;;;;;;;;;12,11;20,69;8,84;;6;46;;8,82;809;592;7;;1233;;;;;0;602,5992;47,33;;30,23;;5,23;;;;0;;;;;0;;;9,4;7,81;;;;0;;11,4;;;0,153;0,273;0;0,143;1,9;0
2205;7;Pulses, seeds, nuts and products;Pipa de girasol;Sunflower seeds;A0703 A0730 A0824 A0975 A1236 A1282 B1547 C0158 E0150 F0003 G0003 H0003 J0003 K0004 M0166 N0036 P0024 R0001 Z0215;0.720000;;20;;;;;;;15;;;;;0;3;0;37,8;;;0;0,051;2,808;;2,212;9,399;32,78;0,069;;;0;0;0;;;;13,7;21,52;5,63;;2,7;110;;6,4;710;390;3;;651;;;;;0;573,6;43;;27;;7,3;17,9;;;0;;;;;0;;;49;5,1;;;;238;;9,1;;;0,19;1,6;0;0,77;0;
2206;7;Pulses, seeds, nuts and products;Pipas de girasol, peladas, con sal;Sunflower seeds, peeled, with salt;A0306 A0730 A0823 B1547 C0134 E0151 F0001 G0003 H0138 H0173 J0116 J0174 K0001 M0001 N0001 P0024 Z0112 Z0205;1.000.000;;12,8;;;;;;;0;;;;;0;0;0;37,8;;;0;0,058;3,202;;2,522;10,72;37,39;0,079;;;0;0;0;;;;10,841;37,469;5,953;;11,5;57;;6,81;491;129;613;;1158;;;;;0;626,988;56,8;;17,25;;0,9;;;;0;;;;;0;;;62,2;5,3;;;;238;;8,181;;;0,285;0,325;0;0,805;1,4;238
2207;7;Pulses, seeds, nuts and products;Pistacho;Pistachio nut;A0703 A0730 A0824 A0975 A1236 A1282 B1213 C0165 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0003 P0024 R0001;0.530000;;15,7;;;;;;;150;;;;;0;25;0;5,2;;;;0,04;4,88;;0,5;27,19;15,37;0,24;;;;;;;;;26,35;15,63;6,21;;6,5;180;;7,2;811;122;16;;390;;;;;0;594,072;49,2;;17,6;;8,6;4,6;;;0;;;;;0;;;3;2,8;;;;58;;1,45;;;0,2;0,69;0;1,27;0;58
2208;7;Pulses, seeds, nuts and products;Soja, frita;Soya, fried;A0705 A0731 A0860 A1010 A1227 A1281 B1452 C0165 E0150 F0014 G0035 K0029 M0001 N0001 P0024 Z0112;1.000.000;;10,3;;;;;;;;;;;;;1,08;0;0;;;;;;;;;;;;;;;;;;;0;0;0;;0;99;;2,8;0;0;0;;272;;;;;0;140,544;4,8;;13,7;;72,2;;;;0;;;;;0;;;0;0;;;;0;;0;;;310;600;0;0;20;0
2212;8;Vegetables and vegetable products;Acelga, cruda;Chard, raw;A0705 A0826 A1010 A1281 B1175 C0137 E0150 F0003 G0003 H0003 J0003 K0003 N0036 Z0154;0.900000;1503;2,7;1503;0;;;;;1095;0;1095;;;0;183;0;0,03;;;;;;;;;;;;;;;;;;;0;0;0;;1;80;;2,3;378;81;170;;43;;;;;0;21,36;0,2;;2,1;;94,4;;;;0;;;;;1;;;0,3;0,2;;;;22;;0,4;;;0,13;0,07;0;0,1;35;22
2213;9;Fruits and fruit products;Caqui;Persimmon;A0707 A0732 A0833 A0992 A1221 A1279 B2766 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0003 N0001 P0188 Z0204;0.840000;;15,3;834;158;10,08;;;;1420;;253;;;0;163;0;0,59;;;;;;;;;;;;;;;;;;;0;0;0;;2,5;21;;0,4;171;9;2;;20;1,49;2,25;;;0;67,056;0,2;;0,7;;80,7;;;;0;;;;;3;;;0,6;0;;;1447;11;;0,3;;;0,06;0,03;0;0,1;7;11
2214;9;Fruits and fruit products;Aceituna;Olive;A0705 A0731 A0826 A1010 A1230 A1281 B1299 C0167 E0150 F0003 G0003 H0148 H0367 J0004 K0004 M0134 M0175 N0040 N0042 P0024 R0001 Z0112;0.780000;;1;;;0,44;;;;286,9;;;;;0;48;0;1,48;;;;;;;;;;;;;;;;;;;8,7;0,6;2,6;;4,8;64;;1,77;432;22;54;;17;0,134;5,414;;;0;120,384;12,5;;1,3;;78;;;;0;;;;;5,4;;;0,9;0,51;;;;10,4;;0,77;;;0,05;0,03;0;0,03;0,07;10,4
2215;9;Fruits and fruit products;Aceituna negra, con hueso;Olive, black, with bone;A0143 A0455 A0629 A0663 A0707 A0732 A0826 B1170 C0140 E0150 F0014 G0001 H0148 H0227 H0367 H0368 H0491 J0123 K0017 M0151 M0204 N0001 P0024 R0212 R0497 Z0112 Z0205;0.800000;;4;;;0,059;;;;;;;;;0;6,67;0;1,99;;;;;;;;;;;;;;;;;;;20,9;3,4;4,2;;3,5;61;;1,5;432;22;54;;24;0,852;3,551;;;0;289,104;29,8;;2;;60,7;;;;0;;;;;5;;;0,9;0,5;;;;11;;1;;;0,1;0,1;0;0,02;0;11
2216;9;Fruits and fruit products;Aguacate;Avocado;A0705 A0731 A0826 A0992 A1230 A1281 B1470 C0137 E0150 F0003 G0003 H0003 J0003 K0004 M0166 M0213 N0036 P0024 R0001 Z0215;0.600000;314;0,4;314;0;0,1;0;0;;150;29;81;;;0;19;0;3,2;;;;;;;;;;;;;;;;;;;9,01;1,04;1,41;;6,3;16;;0,7;400;41;2;;28;0,2;0,1;;;0;136,752;12;;1,5;;78,8;0;;;0;;;;;2;;;0;0,3;;;40;11;;1,5;;;0,12;0,09;0;0,42;17;11
2217;9;Fruits and fruit products;Aguacate congelado;Avocado, frozen;A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1470 C0140 E0150 F0003 G0003 H0001 J0136 K0001 M0003 N0001 P0024 R0212 R0497 Z0112 Z0205;0.720000;265;0,4;;;0,1;0;0;119;354;20;69;;;;7,83333;0;1,3;;;;;;;;;;;;;;;;;;;15,5;1,9;1,9;;6,3;12;;0,49;487;30;4,7;;43;0,2;0,1;;;0;224,184;23,5;;1,9;;67,9;;;;0;;;;;1;;;0,4;0,4;;;30;30;;1,4;;;0,15;0,08;0;0,36;6;
2218;9;Fruits and fruit products;Albaricoque;Apricot;A0707 A0732 A0833 A0992 A1225 A1279 B1709 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0213 N0036 P0024 R0001 Z0215;0.820000;0;9,5;0;0;4,9;;;;168;0;140;;;0;26;0;0,7;;;;;;;;;;;;;;;;;;;0,04;0,02;0,01;;2,1;17;;0,5;293;12;1;;24;0,8;2,2;;;0;42,024;0;;0,8;;87,6;0;;;0;;;;;0,5;;;1;0,1;;;28;5;;0,6;;;0,07;0,05;0;0,07;7;5
2219;7;Pulses, seeds, nuts and products;Avellana;Hazelnut;A0703 A0730 A0824 A0992 A1223 A1282 B1533 C0165 E0150 F0003 G0003 H0003 J0003 K0004 M0166 N0036 P0024 R0001 Z0215;0.410000;;10,5;;;;;;;29;;;;;0;4,8;0;26,19;;;;0,04;3,14;;1,57;46,27;4,7;0,14;;;;;;;;;46,4;4,89;4,91;;8,22;226;;3,8;636;156;6;;333;;;;;0;655,716;56,25;;12,009;;5,26;;;;0;;;;;1,5;;;4,5;2,1;;;;71;;3,833;;;0,21;0,39;0;0,59;3;71
2220;9;Fruits and fruit products;Cereza;Cherry;A0707 A0732 A0833 A0992 A1226 A1279 B1306 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0177 M0186 N0035 N0036 P0024 R0001 Z0215;0.870000;44;13,5;48;10;0,88;;;;20;2;13;;;0;3;0;0,1;4;;;;;;;;;;;;;;;;;;0,084;0,093;0,07;;1,5;16;;0,4;255;11;2;;21;7,59;9,11;;;0;62,784;0,5;;0,8;;83,7;0;;;0;;;;;2;;;1,2;0,12;;;5;8;;0,4;;;0,06;0,05;0;0,05;8;8
2221;9;Fruits and fruit products;Chayote, crudo;Chayote, raw;A0705 A0826 A1010 A1281 B1730 C0137 E0150 F0003 G0003 H0003 J0003 K0003 N0036 Z0154;0.990000;;4,51;;;;;;;0;;;;;0;0;0;0,12;;;;;;;;;;;;;;;;;;;0,01;0,057;28;;1,7;17;;0,34;125;12;2;;18;;;;;0;22,9008;0,13;;0,82;;94,24;;;;0;;;;;0;;;0,2;0,74;;;;93;;0,47;;;0,029;0,025;0;0,076;7,7;93
2222;9;Fruits and fruit products;Chirimoya;Custard apple;A0707 A0732 A0833 A0992 A1224 A1279 B1687 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0213 N0036 P0024 R0001;0.600000;;20;;;;;;;;;;;;0;9,8;0;0,01;;;;;;;;;;;;;;;;;;;0,1;0,3;0,2;;1,9;30;;0,6;382;18;4;;21;0,74;2,33;;;0;87,456;0,2;;1;;76,9;0;;;0;;;;;1,5;;;;0,11;;;;12,6;;0,9;;;0,09;0,08;0;0,03;18;
2223;9;Fruits and fruit products;Ciruela, sin piel;Skinned plum;A0707 A0732 A0833 A0992 A1225 A1279 B3328 E0150 F0003 G0003 H0003 J0003 K0004 M0213 N0036 P0024 R0001;1.000.000;;11;;;;;;;295;;;;;0;49,2;0;0,7;;;;;;;;;;;;;;;;;;;0,052;0,078;0,022;;2,1;14;;0,4;240;8;2;;10;;;;;0;47,328;0;;0,6;;86,3;0;;;0;;;;;2;;;0;0,1;;;;3;;0,5;;;0,05;0,07;0;0,05;3;3
2224;9;Fruits and fruit products;Dátil;Date;A0707 A0732 A0833 A0992 A1221 A1279 B1209 C0137 E0150 F0003 G0003 H0003 J0003 K0003 M0172 N0036 P0188 Z0153;0.900000;;67;;;;;;;30;;;;;0;5;0;2,2;;;;;;;;;;;;;;;;;;;0;0;0;;7,1;62;;3;677;58;3;;74;;;;;0;288;0,5;;2,5;;16,5;;;;0;;;;;1;;;3;0,3;;;;28;;1,7;;;0,1;0,06;0;0,2;2;28
2225;9;Fruits and fruit products;Fresa;Strawberry;A0707 A0732 A0833 A0992 A1226 A1279 B1393 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0172 M0177 N0035 N0036 P0024 R0001;0.950000;14;7;14;;0,248;;;;4;;;;;0;1;0;2;;;;;;;;;;;;;;;;;;;0,063;0,24;0,032;;2,2;25;;0,8;190;12;2;;26;3,02;2,73;;;0;35,856;0,5;;0,7;;89,6;0;;;0;;;;;8;;;0;0,1;;;;20;;0,6;;;0,04;0,02;0;0,06;60;20
2226;9;Fruits and fruit products;Granada;Pomegranate;A0707 A0732 A0833 A0992 A1221 A1279 B1162 C0136 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0003 P0188 Z0204;0.560000;;13,7;;;;;;;40;;;;;0;7;0;0,55;;;;;;;;;;;;;;;;;;;0;0;0;;3,5;13;;1;247;6;4;;25;;;;;0;62,64;0,3;;1;;80,2;;;;0;;;;;;;;0,6;0,1;;;;29;;0,3;;;0,03;0,05;0;0,2;20;29
2227;9;Fruits and fruit products;Higos y brevas;Figs;A0707 A0732 A0833 A0992 A1267 A1279 B1302 C0140 E0150 F0003 G0003 H0003 J0001 K0004 M0213 N0036 P0024 R0001;0.850000;;16;;;;;;;48;;;;;0;8;0;0,89;;;;;;;;;;;;;;;;;;;0,098;0,21;0,089;;2,5;38;;0,6;270;20;2;;22,5;;;;;0;70,176;0;;1,2;;80,3;0;;;0;;;;;1,5;;;0;0,3;;;;7;;0,5;;;0,05;0,06;0;0,11;2;7
2228;9;Fruits and fruit products;Kiwi;Kiwi;A0707 A0732 A0833 A0992 A1267 A1279 B1664 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0213 N0036 P0024 R0001;0.850000;96;10,6;96;0;;;;;16;0;16;;;0;3;0;1,12;;;;;;;;;;;;;;;;;;;0,1;0,4;0,1;;1,9;25;;0,4;290;15;4;;35;4,05;6,85;;;0;52,176;0,5;;1,1;;85,9;0;;;0;;;;;0,33;;;0,6;0,1;;;;29,3;;0,6;;;0,03;0,01;0;0,15;59;29,3
2229;9;Fruits and fruit products;Mandarina;Tangerine;A0707 A0732 A0833 A0992 A1222 A1279 B1429 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0213 N0036 P0024 R0001;0.720000;0;9;0;0;;;;;1056;0;213;;;0;106;0;0,22;;;;;;;;;;;;;;;;;;;0,034;0,037;0,022;;1,9;36;;0,3;160;11;2;;17,2;;;;;0;39,984;0;;0,8;;88,3;0;;;0;;;;;0;;;0;0,4;;;843;32;;0,3;;;0,02;0,07;0;0,07;35;32
2230;9;Fruits and fruit products;Mandarina, congelada;Tangerine, frozen;A0143 A0455 A0629 A0668 A0707 A0732 A0833 B1429 C0229 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;0.730000;;9,2;;;;;;1236;1236;;130;;;;56,92;0;0,29;;;;;;;;;;;;;;;;;;;0,034;0,037;0,022;;1,8;34,5;;0,3;150;0;1,1;;20;;;;;0;41,8824;0,2;;0,63;;88,2;;;;0;;;;;0;;;0;0,09;;;1106;21,8;;0,41;;;0,03;0,06;0;0,08;32;
2231;9;Fruits and fruit products;Manzana;Apple;A0707 A0732 A0833 A0994 A1224 A1279 B1245 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0213 N0036 P0024 R0001;0.840000;6;12;6;0;2,4;;;;0;0;20;;;;4;0;0,53;;;;;;;;;;;;;;;;;;;0,15;0,11;0,2;;2;6;;0,4;99;5;2;;9;5,39;3,38;;;0;50,184;0;;0,3;;85,7;0,6;;;0;;;;;0;;;0;0,1;;;8;1;;0,2;;;0,04;0,03;0;0,04;3;1
2232;9;Fruits and fruit products;Melocotón;Peach;A0707 A0732 A0833 A0994 A1225 A1279 B1350 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0184 M0213 N0036 P0024 R0001 Z0215;0.880000;16;9;47;0;0,21;;;;141;3;64;;;0;17;0;0,5;31;;;;;;;;;;;;;;;;;;0,061;0,079;0,018;;1,4;8;;0,4;260;9;3;;22;4,01;4,52;;;0;39,168;0;;0,6;;89;0;;;0;;;;;2;;;1;0,06;;;74;3;;1;;;0,05;0,03;0;0,02;8;3
2233;9;Fruits and fruit products;Melocotón en almíbar;Syrup peach;A0707 A0732 A0833 A0992 A1221 A1279 B1350 C0140 E0150 F0003 G0042 H0003 H0105 H0148 J0003 K0003 M0182 N0042 P0188 Z0204;1.000.000;;13,8;33;;;;;;164;;;;;0;27;0;0,51;;;;;;;;;;;;;;;;;;;0;0;0;;1,3;3;;0,3;104;5;5;;11;;;;;0;57,936;0;;0,4;;82,6;;;;0;;;;;1,5;;;0,3;0;;;;7;;0,59;;;0,02;0,01;0;0;4;7
2234;9;Fruits and fruit products;Melón;Melon;A0707 A0732 A0833 A0994 A1267 A1279 B1283 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0213 N0036 P0024 R0001;0.600000;2;6;2;0;;;;;21;0;21;;;0;4;0;0,1;;;;;;;;;;;;;;;;;;;0,013;0,015;0,026;;1;14;;0,4;320;17;14;;18;2,12;2,64;;;0;26,928;0;;0,6;;92,4;0;;;0;;;;;0,55;;;0;0,1;;;0;30;;0,5;;;0,02;0,04;0;0,07;25;30
2235;9;Fruits and fruit products;Naranja;Orange;A0707 A0732 A0833 A0994 A1222 A1279 B1339 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0213 N0036 P0024 R0001;0.730000;68;8,6;134;0;4,46;;;;509;13;48;;;0;46;0;0,2;66;;;;;;;;;;;;;;;;;;0,055;0,076;0,028;;2;36;;0,3;200;12;3;;28;2,03;1,88;;;0;38,352;0;;0,8;;88,6;0;;;0;;;;;2;;;1;0,18;;;448;37;;0,3;;;0,03;0,1;0;0,06;50;37
2236;9;Fruits and fruit products;Nectarina;Nectarine;A0707 A0732 A0833 A0994 A1267 A1279 B1436 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0213 N0036 P0024 R0001 Z0215;0.890000;;9;;;1,11;;0,09;;58;;50;;;0;11;0;0,9;;;;;;;;;;;;;;;;;;;0;0;0;;2,2;7;;0,4;170;10;1;;22;3,69;3,32;;;0;43,32;0,1;;1,4;;87,3;0;;;0;;;;;3;;;1;0,1;;;30;0;;0,9;;;0,04;0,02;0;0,03;37;0
2237;9;Fruits and fruit products;Nispero, conserva en su jugo;Medlar, canned in juice;A0143 A0455 A0629 A0669 A0707 A0732 A0833 B2014 C0229 E0150 F0014 G0003 H0003 J0123 K0039 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;;;;;;;1645;1645;;207;;;;38,8333;;;;;;;;;;;;;;;;;;;;;0,009;0,1;0,043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;518;;;;;;;;;;;
2238;9;Fruits and fruit products;Nispero, sin piel , congelado;Medlar, withouth skin, frozen;A0143 A0455 A0629 A0669 A0707 A0732 A0833 B2014 C0229 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;0.650000;0;8,6;0;0;;;;1645;1645;0;977;;;;218;0;0,89;;;;;;;;;;;;;;;;;;;0,009;0,1;0,043;;2,1;19;;0,3;263;10;4;;23;;;;;0;39,1488;0,2;;0,56;;88,6;;;;0;;;;;1;;;0,5;0,05;;;651;23;;0,35;;;0,03;0,02;0;0,02;4;
2239;9;Fruits and fruit products;Paraguaya;Flat peach;A0143 A0707 A0732 A0833 A0992 A1221 A1279 B1539 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0172 N0036 P0024 Z0154;0.620000;;10,2;;;;;;;40,2;;;;;0;8,67;0;0,5;;;;;;;;;;;;;;;;;;;0,0334;0,049;0,011;;2,2;7;;0,4;170;10;1;;22;;;;;0;46,176;0,1;;0,9;;86,6;;;;0;;;;;3;;;1;0,1;;;;9;;0,8;;;0,04;0,02;0;0,03;37;9
2240;9;Fruits and fruit products;Pasta de fruta;Fruit paste;A0455 A0707 A0732 A0834 A0988 A1267 A1279 B1024 C0138 E0119 F0014 G0014 H0147 H0158 J0003 K0003 M0001 N0001 P0024 R0212 Z0112;1.000.000;;62,2;;;;;;;0;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;0;0;0;;3,2;4;;0,3;90;3;1;;6;;;;;0;257,856;0;;1;;33,6;;;;0;;;;;0;;;0;0,1;;;;0;;0,1;;;0,01;0,01;0;0;0;0
2241;9;Fruits and fruit products;Pera;Pear;A0707 A0732 A0833 A1012 A1224 A1279 B1344 C0140 E0150 F0003 G0003 H0003 J0003 K0004 M0213 N0036 P0024 R0001;0.870000;11;10,6;11;0;1,21;;;;5;0;2;;;0;1;0;0;;;;;;;;;;;;;;;;;;;0,022;0,044;0,014;;2,3;12;;0,2;130;7;2;;17,5;5,3;4,2;;;0;44,88;0;;0,4;;86,7;0;;;0;;;;;2;;;0;0,14;;;3;11;;0,2;;;0,03;0,03;0;0,02;3;11
